Matematika,Bahasa_Inggris,IPA,IPS,Minat,Hobi,Kemampuan_Komputer,Kemampuan_Komunikasi,Kemampuan_Kepemimpinan,Kemampuan_Analisis,Kemampuan_Kreativitas,Kemampuan_Problem_Solving,Mata_Pelajaran_Favorit,Gaya_Belajar,Tujuan_Karier,Aktivitas_Organisasi,Prestasi_Akademik,Prestasi_NonAkademik,Jurusan
69,69,78,74,Sosial,Content Creator,Tinggi,Tinggi,Rendah,Tinggi,Sedang,Sedang,Geografi,Auditori,Dokter,Tidak Aktif,Tidak Ada,Organisasi - Internasional,Hukum
90,70,93,57,Teknik,Penelitian,Sedang,Sedang,Sedang,Sedang,Sedang,Tinggi,Matematika,Visual,Insinyur Sipil,OSIS,Sekolah - Fisika,Tidak Ada,Teknik Sipil
70,76,81,76,Bisnis,Public Speaking,Sedang,Tinggi,Sedang,Tinggi,Sedang,Sedang,Matematika,Auditori,Entrepreneur,MPK,Provinsi - Ekonomi,Organisasi - Sekolah,Manajemen Bisnis
93,74,83,77,Teknik,Merakit Elektronik,Sedang,Rendah,Tinggi,Sedang,Sedang,Tinggi,Fisika,Visual,Insinyur Sipil,BEM,Sekolah - Fisika,Tidak Ada,Teknik Sipil
72,84,81,66,Lingkungan,Penelitian,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Biologi,Membaca/Menulis,Konsultan Lingkungan,Pramuka,Sekolah - Biologi,Tidak Ada,Teknik Lingkungan
74,83,54,81,Seni,Video Editing,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sedang,Seni Budaya,Kinestetik,Content Creator,Komunitas Seni,Kecamatan - Sains,Tidak Ada,Desain Komunikasi Visual
98,78,90,84,Seni,Fotografi,Sedang,Sedang,Sedang,Sedang,Tinggi,Tinggi,Seni Budaya,Visual,Arsitek,Tidak Aktif,Kabupaten - Matematika,Seni - Kecamatan,Arsitektur
75,80,61,71,Teknik,Membaca,Rendah,Rendah,Rendah,Tinggi,Tinggi,Tinggi,Kimia,Kinestetik,Software Engineer,Komunitas Seni,Kecamatan - Matematika,Organisasi - Nasional,Teknik Industri
65,79,65,98,Sosial,Debat,Tinggi,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Sosiologi,Auditori,Dosen,Tidak Aktif,Sekolah - Bahasa Inggris,Organisasi - Provinsi,Hukum
63,96,59,83,Sosial,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Bahasa Indonesia,Membaca/Menulis,Pengacara,MPK,Tidak Ada,Organisasi - Nasional,Hukum
83,79,66,81,Pendidikan,Membaca,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Dosen,Pramuka,Nasional - Debat,Kepemimpinan - Kecamatan,Pendidikan
97,73,92,61,Teknik,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Matematika,Visual,Insinyur Mesin,MPK,Sekolah - Fisika,Kepemimpinan - Internasional,Teknik Industri
83,64,94,78,Teknik,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Visual,Manajer,MPK,Sekolah - Fisika,Kepemimpinan - Sekolah,Teknik Industri
76,87,68,93,Bisnis,Investasi,Rendah,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Bahasa Inggris,Visual,Entrepreneur,Karang Taruna,Tidak Ada,Kepemimpinan - Kecamatan,Manajemen Bisnis
82,75,88,64,Teknologi,Merakit Elektronik,Tinggi,Rendah,Rendah,Sedang,Sedang,Tinggi,Fisika,Kinestetik,Insinyur Mesin,Tidak Aktif,Nasional - Matematika,Organisasi - Nasional,Teknik Elektro
64,75,70,72,Sosial,Public Speaking,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Manajer,BEM,Sekolah - Debat,Tidak Ada,Ilmu Komunikasi
80,95,58,80,Bisnis,Membaca,Sedang,Sedang,Sedang,Sedang,Sedang,Tinggi,Ekonomi,Membaca/Menulis,Entrepreneur,MPK,Kecamatan - Debat,Pramuka - Internasional,Administrasi Bisnis
99,76,88,54,Teknik,Merakit Elektronik,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Insinyur Mesin,OSIS,Sekolah - Matematika,Tidak Ada,Teknik Mesin
80,91,77,73,Bisnis,Berjualan,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Ekonomi,Visual,Entrepreneur,OSIS,Tidak Ada,Organisasi - Kabupaten,Manajemen
75,88,87,87,Psikologi,Penelitian,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Psikolog,Volunteering,Provinsi - Biologi,Organisasi - Nasional,Psikologi
87,80,74,94,Bisnis,Content Creator,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Sejarah,Kinestetik,Manajer,Pramuka,Kabupaten - Ekonomi,Organisasi - Sekolah,Manajemen
75,63,77,62,Olahraga,Musik,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Rendah,Bahasa Inggris,Membaca/Menulis,Arsitek,OSIS,Kecamatan - Biologi,Olahraga - Kabupaten,Ilmu Keolahragaan
85,95,77,78,Bisnis,Content Creator,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Ekonomi,Auditori,Entrepreneur,OSIS,Internasional - Debat,Tidak Ada,Manajemen
89,74,87,75,Lingkungan,Membaca,Tinggi,Sedang,Rendah,Tinggi,Tinggi,Tinggi,Biologi,Kinestetik,Insinyur Sipil,Pramuka,Tidak Ada,Organisasi - Nasional,Teknik Lingkungan
79,94,75,80,Kesehatan,Membaca,Sedang,Tinggi,Sedang,Sedang,Sedang,Rendah,Bahasa Indonesia,Visual,Psikolog,Pramuka,Sekolah - Biologi,Kepemimpinan - Internasional,Farmasi
86,78,85,73,Kesehatan,Penelitian,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Apoteker,OSIS,Sekolah - Sains,Tidak Ada,Farmasi
82,73,97,68,Teknik,Robotika,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Matematika,Visual,Insinyur Mesin,Komunitas IT,Tidak Ada,Olahraga - Kecamatan,Teknik Mesin
91,68,100,66,Teknologi,Coding,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Informatika,Visual,Software Engineer,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Informatika
91,93,81,79,Teknik,Robotika,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Matematika,Kinestetik,Network Engineer,Komunitas IT,Tidak Ada,Kepemimpinan - Sekolah,Teknik Elektro
83,64,93,80,Teknik,Penelitian,Sedang,Sedang,Sedang,Tinggi,Tinggi,Sedang,Fisika,Kinestetik,Insinyur Sipil,Tidak Aktif,Kabupaten - Matematika,Tidak Ada,Teknik Sipil
61,86,77,66,Bisnis,Fotografi,Sedang,Sedang,Sedang,Rendah,Tinggi,Rendah,Informatika,Auditori,Insinyur Sipil,Pramuka,Nasional - Ekonomi,Organisasi - Nasional,Akuntansi
86,72,79,61,Teknik,Robotika,Sedang,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Network Engineer,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Elektro
79,72,70,90,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Matematika,Visual,Entrepreneur,BEM,Sekolah - Ekonomi,Kepemimpinan - Kecamatan,Manajemen Bisnis
67,78,82,62,Teknik,Membaca,Tinggi,Rendah,Rendah,Tinggi,Rendah,Rendah,Biologi,Visual,Akuntan,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Elektro
72,89,71,93,Bisnis,Content Creator,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Auditori,Entrepreneur,BEM,Kecamatan - Debat,Kepemimpinan - Kecamatan,Manajemen
72,84,61,81,Bisnis,Web Development,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Sedang,Ekonomi,Visual,Business Analyst,Komunitas IT,Provinsi - Matematika,Tidak Ada,Sistem Informasi
89,62,90,66,Teknik,Coding,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Matematika,Visual,Network Engineer,OSIS,Provinsi - Matematika,Seni - Internasional,Teknik Elektro
77,60,59,67,Teknik,Sepak Bola,Tinggi,Sedang,Sedang,Rendah,Rendah,Sedang,Kimia,Kinestetik,Business Analyst,MPK,Kabupaten - Fisika,Organisasi - Nasional,Teknik Mesin
71,61,53,61,Seni,Content Creator,Rendah,Sedang,Sedang,Sedang,Tinggi,Sedang,Kimia,Visual,Psikolog,MPK,Tidak Ada,Seni - Kabupaten,Desain Komunikasi Visual
74,74,86,76,Lingkungan,Penelitian,Tinggi,Sedang,Rendah,Tinggi,Sedang,Tinggi,Fisika,Membaca/Menulis,Konsultan Lingkungan,Pramuka,Kecamatan - Sains,Tidak Ada,Teknik Lingkungan
88,86,58,80,Bisnis,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Visual,Manajer,MPK,Sekolah - Ekonomi,Organisasi - Sekolah,Manajemen Bisnis
95,59,60,77,Bisnis,Membaca,Sedang,Sedang,Rendah,Tinggi,Sedang,Tinggi,Matematika,Membaca/Menulis,Business Analyst,Organisasi Keagamaan,Tidak Ada,Organisasi - Sekolah,Akuntansi
92,80,94,78,Bisnis,Investasi,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Visual,Manajer,BEM,Sekolah - Matematika,Tidak Ada,Teknik Industri
71,77,73,93,Sosial,Menulis,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sosiologi,Membaca/Menulis,Dosen,MPK,Tidak Ada,Olahraga - Provinsi,Hukum
84,89,100,73,Teknik,Penelitian,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Matematika,Kinestetik,Insinyur Mesin,OSIS,Tidak Ada,Tidak Ada,Teknik Mesin
79,77,94,75,Bisnis,Penelitian,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Fisika,Visual,Insinyur Mesin,OSIS,Sekolah - Sains,Organisasi - Kabupaten,Teknik Industri
93,67,99,77,Teknik,Berjualan,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Matematika,Visual,Insinyur Mesin,BEM,Sekolah - Matematika,Kepemimpinan - Internasional,Teknik Industri
90,66,83,80,Sosial,Volunteering,Sedang,Tinggi,Tinggi,Tinggi,Rendah,Tinggi,Fisika,Visual,Pelatih Olahraga,Komunitas Olahraga,Sekolah - Debat,Organisasi - Internasional,Pendidikan
85,83,78,84,Lingkungan,Volunteering,Tinggi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Kinestetik,Konsultan Lingkungan,PMR,Provinsi - Biologi,Seni - Kabupaten,Teknik Lingkungan
79,71,78,51,Teknik,Game Development,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Fisika,Kinestetik,Insinyur Mesin,Komunitas IT,Tidak Ada,Organisasi - Kabupaten,Teknik Elektro
63,88,80,76,Pendidikan,Volunteering,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,PMR,Sekolah - Biologi,Tidak Ada,Psikologi
83,88,66,73,Bisnis,Content Creator,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Sosiologi,Visual,Manajer,BEM,Tidak Ada,Tidak Ada,Manajemen
100,87,98,84,Lingkungan,Penelitian,Sedang,Sedang,Sedang,Sedang,Tinggi,Tinggi,Kimia,Membaca/Menulis,Konsultan Lingkungan,OSIS,Sekolah - Kimia,Olahraga - Nasional,Teknik Lingkungan
67,79,58,94,Sosial,Debat,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sedang,Sosiologi,Auditori,Pengacara,BEM,Tidak Ada,Tidak Ada,Hukum
77,95,91,58,Teknologi,Game Development,Sedang,Sedang,Sedang,Sedang,Tinggi,Sedang,Matematika,Visual,Network Engineer,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Informatika
80,100,71,94,Sosial,Public Speaking,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Auditori,Pengacara,OSIS,Sekolah - Debat,Kepemimpinan - Kabupaten,Hukum
77,89,67,89,Bisnis,Public Speaking,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Ekonomi,Auditori,Manajer,OSIS,Kecamatan - Bahasa Inggris,Tidak Ada,Manajemen
96,62,82,62,Teknik,Penelitian,Tinggi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Kinestetik,Konsultan Lingkungan,BEM,Tidak Ada,Kepemimpinan - Nasional,Teknik Sipil
69,78,54,71,Sosial,Fotografi,Sedang,Sedang,Sedang,Tinggi,Sedang,Sedang,Ekonomi,Auditori,Manajer,Komunitas IT,Kabupaten - Debat,Kepemimpinan - Nasional,Hukum
72,87,77,95,Sosial,Menulis,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Bahasa Indonesia,Membaca/Menulis,Pengacara,Tidak Aktif,Kecamatan - Debat,Tidak Ada,Hukum
86,85,93,75,Kesehatan,Volunteering,Rendah,Tinggi,Sedang,Tinggi,Rendah,Tinggi,Biologi,Visual,Dosen,Organisasi Keagamaan,Internasional - Kimia,Tidak Ada,Kedokteran
90,79,72,76,Bisnis,Investasi,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Ekonomi,Visual,Entrepreneur,MPK,Sekolah - Matematika,Tidak Ada,Manajemen Bisnis
61,87,61,90,Bisnis,Investasi,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Manajer,BEM,Tidak Ada,Organisasi - Kecamatan,Manajemen
94,60,86,55,Teknik,Penelitian,Rendah,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Visual,Insinyur Mesin,Tidak Aktif,Sekolah - Fisika,Kepemimpinan - Kecamatan,Teknik Mesin
83,89,74,72,Pendidikan,Menulis,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sosiologi,Membaca/Menulis,Guru,OSIS,Tidak Ada,Kepemimpinan - Kabupaten,Pendidikan
96,65,88,62,Seni,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Fisika,Visual,Arsitek,Komunitas Seni,Nasional - Fisika,Kepemimpinan - Internasional,Arsitektur
62,69,77,72,Sains,Penelitian,Sedang,Tinggi,Sedang,Rendah,Sedang,Tinggi,Seni Budaya,Auditori,Pelatih Olahraga,BEM,Kabupaten - Kimia,Olahraga - Kecamatan,Kedokteran
82,72,70,85,Bisnis,Berjualan,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Rendah,Sejarah,Kinestetik,Pelatih Olahraga,Komunitas IT,Sekolah - Debat,Tidak Ada,Administrasi Bisnis
84,68,86,75,Lingkungan,Penelitian,Sedang,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Informatika,Visual,Psikolog,BEM,Tidak Ada,Tidak Ada,Psikologi
56,70,76,68,Seni,Desain Grafis,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sedang,Ekonomi,Kinestetik,Entrepreneur,Organisasi Keagamaan,Sekolah - Sains,Organisasi - Provinsi,Desain Komunikasi Visual
74,86,81,69,Teknik,Fotografi,Rendah,Sedang,Rendah,Tinggi,Rendah,Tinggi,Bahasa Inggris,Kinestetik,Guru,Komunitas Seni,Sekolah - Matematika,Kepemimpinan - Internasional,Teknik Elektro
81,68,83,62,Lingkungan,Musik,Tinggi,Sedang,Sedang,Sedang,Rendah,Rendah,Fisika,Auditori,Guru,Organisasi Keagamaan,Kecamatan - Biologi,Organisasi - Nasional,Teknik Lingkungan
71,92,73,80,Sosial,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sosiologi,Membaca/Menulis,Pengacara,BEM,Sekolah - Debat,Organisasi - Kecamatan,Hukum
82,80,97,62,Bisnis,Berjualan,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Matematika,Membaca/Menulis,Insinyur Mesin,MPK,Tidak Ada,Tidak Ada,Teknik Industri
74,69,76,72,Olahraga,Membaca,Sedang,Sedang,Sedang,Tinggi,Rendah,Rendah,Sejarah,Kinestetik,Data Scientist,Karang Taruna,Nasional - Sains,Olahraga - Sekolah,Ilmu Keolahragaan
82,73,57,75,Bisnis,Berjualan,Sedang,Tinggi,Sedang,Sedang,Rendah,Rendah,Sejarah,Auditori,Manajer,Paskibra,Kecamatan - Matematika,Tidak Ada,Akuntansi
66,77,71,73,Kesehatan,Volunteering,Tinggi,Tinggi,Sedang,Sedang,Sedang,Tinggi,Ekonomi,Auditori,Data Scientist,MPK,Kabupaten - Kimia,Kepemimpinan - Internasional,Farmasi
96,87,95,83,Kesehatan,Membaca,Tinggi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Kimia,Visual,Dokter,PMR,Sekolah - Matematika,Organisasi - Internasional,Kedokteran
81,77,83,73,Teknik,Fotografi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Visual,Arsitek,Komunitas Seni,Kecamatan - Fisika,Organisasi - Kabupaten,Arsitektur
80,82,82,76,Bisnis,Menulis,Tinggi,Sedang,Rendah,Tinggi,Sedang,Rendah,Kimia,Auditori,Pengacara,Tidak Aktif,Tidak Ada,Olahraga - Provinsi,Administrasi Bisnis
71,70,73,71,Teknologi,Esport,Sedang,Sedang,Sedang,Sedang,Sedang,Tinggi,Kimia,Auditori,Akuntan,BEM,Sekolah - Informatika,Tidak Ada,Teknik Informatika
92,69,100,71,Bisnis,Penelitian,Tinggi,Sedang,Sedang,Tinggi,Sedang,Sedang,Ekonomi,Visual,Business Analyst,Komunitas IT,Kecamatan - Sains,Paskibra - Provinsi,Teknik Industri
81,75,100,71,Teknologi,Coding,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Fisika,Visual,Insinyur Mesin,OSIS,Tidak Ada,Tidak Ada,Teknik Elektro
76,71,77,71,Kesehatan,Musik,Sedang,Tinggi,Sedang,Tinggi,Rendah,Sedang,Seni Budaya,Auditori,Business Analyst,Organisasi Keagamaan,Nasional - Kimia,Olahraga - Provinsi,Kedokteran
69,67,73,76,Bisnis,Investasi,Rendah,Rendah,Rendah,Tinggi,Sedang,Rendah,Fisika,Membaca/Menulis,Data Scientist,PMR,Sekolah - Fisika,Organisasi - Nasional,Teknik Industri
72,73,65,65,Seni,Video Editing,Sedang,Sedang,Sedang,Sedang,Tinggi,Tinggi,Seni Budaya,Visual,UI UX Designer,Komunitas Seni,Sekolah - Bahasa Inggris,Olahraga - Sekolah,Desain Komunikasi Visual
80,77,71,75,Lingkungan,Robotika,Rendah,Sedang,Sedang,Tinggi,Tinggi,Rendah,Informatika,Membaca/Menulis,Insinyur Mesin,OSIS,Kabupaten - Sains,Tidak Ada,Teknik Mesin
71,69,60,64,Teknologi,Membaca,Sedang,Tinggi,Tinggi,Rendah,Tinggi,Rendah,Biologi,Auditori,Arsitek,Komunitas Seni,Tidak Ada,Kepemimpinan - Sekolah,Teknik Informatika
56,78,72,89,Sosial,Penelitian,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Dosen,PMR,Tidak Ada,Organisasi - Provinsi,Psikologi
58,84,68,93,Bisnis,Content Creator,Sedang,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Visual,Manajer,BEM,Kabupaten - Matematika,Organisasi - Kecamatan,Manajemen Bisnis
67,67,69,70,Kesehatan,Penelitian,Sedang,Rendah,Rendah,Tinggi,Tinggi,Sedang,Fisika,Kinestetik,Dosen,OSIS,Tidak Ada,Tidak Ada,Farmasi
81,78,98,70,Teknik,Merakit Elektronik,Tinggi,Rendah,Rendah,Sedang,Sedang,Sedang,Fisika,Kinestetik,Insinyur Sipil,OSIS,Tidak Ada,Organisasi - Provinsi,Teknik Mesin
72,86,83,76,Kesehatan,Membaca,Tinggi,Sedang,Sedang,Rendah,Tinggi,Tinggi,Geografi,Kinestetik,Pengacara,Tidak Aktif,Nasional - Biologi,Tidak Ada,Farmasi
98,77,79,78,Teknik,Membaca,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Ekonomi,Visual,Insinyur Mesin,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Industri
73,65,69,75,Psikologi,Penelitian,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sosiologi,Membaca/Menulis,Psikolog,BEM,Sekolah - Biologi,Tidak Ada,Psikologi
66,69,88,75,Kesehatan,Volunteering,Tinggi,Sedang,Sedang,Tinggi,Sedang,Rendah,Informatika,Auditori,Data Scientist,Komunitas Olahraga,Kabupaten - Biologi,Tidak Ada,Kedokteran
83,85,81,83,Bisnis,Investasi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Ekonomi,Visual,Manajer,OSIS,Sekolah - Ekonomi,Olahraga - Kabupaten,Manajemen Bisnis
82,75,79,87,Bisnis,Berjualan,Tinggi,Rendah,Tinggi,Rendah,Rendah,Rendah,Fisika,Visual,Apoteker,Tidak Aktif,Tidak Ada,Kepemimpinan - Kabupaten,Manajemen
86,91,84,64,Teknologi,Robotika,Tinggi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Matematika,Membaca/Menulis,Network Engineer,Tidak Aktif,Tidak Ada,Seni - Internasional,Teknik Informatika
69,91,83,84,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Bahasa Inggris,Visual,Entrepreneur,MPK,Tidak Ada,Organisasi - Sekolah,Manajemen
82,87,61,83,Bisnis,Menulis,Sedang,Sedang,Sedang,Tinggi,Sedang,Sedang,Ekonomi,Membaca/Menulis,Akuntan,OSIS,Nasional - Ekonomi,Tidak Ada,Akuntansi
88,84,81,77,Teknologi,Berjualan,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Informatika,Membaca/Menulis,Business Analyst,BEM,Internasional - Informatika,Organisasi - Nasional,Sistem Informasi
81,77,62,59,Lingkungan,Musik,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Bahasa Inggris,Membaca/Menulis,Software Engineer,Komunitas Seni,Sekolah - Biologi,Olahraga - Nasional,Teknik Lingkungan
58,87,57,91,Sosial,Public Speaking,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Membaca/Menulis,Pengacara,OSIS,Sekolah - Bahasa Inggris,Kepemimpinan - Provinsi,Hukum
65,72,73,70,Teknik,Merakit Elektronik,Tinggi,Tinggi,Rendah,Rendah,Rendah,Tinggi,Geografi,Membaca/Menulis,Business Analyst,BEM,Kabupaten - Fisika,Seni - Nasional,Teknik Elektro
77,65,70,97,Bisnis,Berjualan,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Membaca/Menulis,Business Analyst,Tidak Aktif,Kabupaten - Matematika,Tidak Ada,Akuntansi
79,82,74,94,Sosial,Membaca,Tinggi,Rendah,Tinggi,Rendah,Sedang,Rendah,Fisika,Kinestetik,Network Engineer,Karang Taruna,Sekolah - Debat,Organisasi - Kabupaten,Manajemen
54,71,74,67,Seni,Fotografi,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Seni Budaya,Kinestetik,UI UX Designer,Komunitas Seni,Sekolah - Matematika,Kepemimpinan - Kabupaten,Desain Komunikasi Visual
64,88,58,80,Bisnis,Investasi,Sedang,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Bahasa Inggris,Visual,Manajer,OSIS,Kecamatan - Bahasa Inggris,Organisasi - Kabupaten,Manajemen
62,91,74,74,Teknik,Esport,Rendah,Rendah,Rendah,Tinggi,Sedang,Rendah,Bahasa Inggris,Visual,Content Creator,Komunitas IT,Nasional - Matematika,Organisasi - Provinsi,Teknik Informatika
69,90,70,73,Bisnis,Investasi,Rendah,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Manajer,BEM,Kecamatan - Ekonomi,PMR - Nasional,Manajemen Bisnis
70,72,68,89,Sosial,Menulis,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sedang,Sosiologi,Visual,Content Creator,Komunitas Seni,Kecamatan - Debat,Tidak Ada,Ilmu Komunikasi
99,89,96,84,Kesehatan,Volunteering,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dokter,PMR,Provinsi - Sains,Organisasi - Sekolah,Kedokteran
75,82,64,85,Sosial,Menulis,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Bahasa Inggris,Auditori,Entrepreneur,MPK,Kecamatan - Debat,Tidak Ada,Ilmu Komunikasi
71,70,63,78,Teknik,Esport,Rendah,Tinggi,Rendah,Rendah,Rendah,Tinggi,Bahasa Indonesia,Visual,Psikolog,Paskibra,Kabupaten - Fisika,Tidak Ada,Teknik Elektro
65,85,72,70,Seni,Desain Grafis,Sedang,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Seni Budaya,Visual,UI UX Designer,Tidak Aktif,Tidak Ada,Kepemimpinan - Provinsi,Desain Komunikasi Visual
89,62,80,57,Teknologi,Mobile Development,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Sedang,Informatika,Membaca/Menulis,Data Scientist,Komunitas IT,Provinsi - Informatika,Organisasi - Kecamatan,Teknik Informatika
100,65,88,75,Teknik,Penelitian,Sedang,Rendah,Rendah,Tinggi,Sedang,Tinggi,Fisika,Visual,Konsultan Lingkungan,Tidak Aktif,Sekolah - Fisika,Kepemimpinan - Kecamatan,Teknik Sipil
85,58,89,72,Olahraga,Atletik,Rendah,Tinggi,Tinggi,Sedang,Sedang,Sedang,PJOK,Visual,Dosen,Komunitas Olahraga,Kecamatan - Sains,Organisasi - Kabupaten,Ilmu Keolahragaan
65,91,60,74,Sosial,Public Speaking,Rendah,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Bahasa Indonesia,Auditori,Entrepreneur,MPK,Sekolah - Debat,Organisasi - Sekolah,Ilmu Komunikasi
94,80,77,74,Teknik,Merakit Elektronik,Sedang,Rendah,Rendah,Tinggi,Tinggi,Tinggi,Matematika,Kinestetik,Insinyur Sipil,BEM,Sekolah - Fisika,Seni - Sekolah,Teknik Sipil
74,73,76,66,Olahraga,Basket,Rendah,Sedang,Tinggi,Rendah,Tinggi,Sedang,Fisika,Visual,Insinyur Sipil,Komunitas Seni,Kecamatan - Sains,Tidak Ada,Ilmu Keolahragaan
56,87,79,74,Seni,Menggambar,Tinggi,Sedang,Sedang,Sedang,Tinggi,Sedang,Seni Budaya,Kinestetik,UI UX Designer,OSIS,Tidak Ada,Organisasi - Provinsi,Desain Komunikasi Visual
56,88,58,70,Seni,Video Editing,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Fisika,Kinestetik,Dokter,Karang Taruna,Sekolah - Sains,Tidak Ada,Desain Komunikasi Visual
78,63,81,61,Teknik,Robotika,Sedang,Tinggi,Rendah,Sedang,Sedang,Sedang,Matematika,Kinestetik,Insinyur Mesin,OSIS,Tidak Ada,Olahraga - Kabupaten,Teknik Mesin
58,89,62,78,Sosial,Debat,Rendah,Tinggi,Sedang,Sedang,Rendah,Sedang,Bahasa Inggris,Membaca/Menulis,Pengacara,MPK,Kecamatan - Bahasa Indonesia,Kepemimpinan - Kabupaten,Hukum
77,62,72,74,Teknologi,Coding,Rendah,Sedang,Sedang,Rendah,Rendah,Rendah,Ekonomi,Membaca/Menulis,Entrepreneur,Komunitas IT,Sekolah - Sains,Tidak Ada,Teknik Elektro
